Domain,,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Number,Domain,Datastructure,Looked at?,Algorithm Description,Algorithm Name,Year,Paper/Reference Link,Original paper?,Comments/Distinguishing Features,Wikipedia article namespace (if it exists and isn't in an earlier row),Authors,Constants,Constants Reference,Space,Space Class,Space Reference,Space Units,Model of Computation,Parameters,Prefered Parameter,Build (Time),Build Runtime Class,"Build Notes (constants, amortized?, randomized?, etc.)",Build Time Reference,Insert (Time),Insert Runtime Class,"Insert Notes (constants, amortized?, randomized?, etc.)",Insert Time Reference,Delete (Time),Delete Runtime Class,"Delete Notes (constants, amortized?, randomized?, etc.)",Delete Time Reference,Find (Time),Find Runtime Class,"Find Notes (constants, amortized?, randomized?, etc.)",Find Reference,Successor/Predecessor (Time),Successor/Predecessor Runtime Class,"Successor/Predecessor Notes (constants, amortized?, randomized?, etc.)",Successor/Predecessor Time Reference,Union (Time),Union Runtime Class,"Union Notes (constants, amortized?, randomized?, etc.)",Union Reference,Min/Max (Time),Min/Max Runtime Class,"Min/Max Notes (constants, amortized?, randomized?, etc.)",Max Reference,Increase-Key/Update (Time),Increase-Key/Update Runtime Class,"Increase-Key/Update Notes (constants, amortized?, randomized?, etc.)",Increase-Key/Update Reference,Push (Time),Push Runtime Class,"Push Notes (constants, amortized?, randomized?, etc.)",Push Reference,Pop Most Recent (Time),Pop Most Recent Runtime Class,"Pop Most Recent Notes (constants, amortized?, randomized?, etc.)",Pop Most Recent Reference,Pop Oldest (Time),Pop Oldest Runtime Class,"Pop Oldest Notes (constants, amortized?, randomized?, etc.)",Pop Oldest Reference,Nearest Neighbor (Time),Nearest Neighbor Runtime Class,"Nearest Neighbor Notes (constants, amortized?, randomized?, etc.)",Nearest Neighbor Reference,Range Search (Time),Range Search Runtime Class,"Range Search Notes (constants, amortized?, randomized?, etc.)",Range Search Reference,Query (Time),Query Runtime Class,"Query Notes (constants, amortized?, randomized?, etc.)",Query Reference,Improvement,Tradeoff
Approximate Membership Query Filter (with delete),240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,291,,Approximate Membership Query Filter (with delete),Cuckoo Filter,1.0,,,2010,https://dl.acm.org/doi/10.1145/2674005.2674994,yes,,Cuckoo_filter,"Fan, Andersen, Kaminsky, Mitzenmacher",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
b: size of buckets",n,O(nb)?,6.0,Assumes evaluation of hash function is constant-time,,O(b)?,1.0,"Amortized, assumes evaluation of hash function is constant-time",,O(b),1.0,Assumes evaluation of hash function is constant-time,https://en.wikipedia.org/wiki/Cuckoo_filter,O(b),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://en.wikipedia.org/wiki/Cuckoo_filter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (with delete),241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,294,,Approximate Membership Query Filter (with delete),Broom Filter,1.0,,,2010,https://arxiv.org/abs/1711.01616,yes,"Adaptive (""cleans up mistakes"")",,"Bender, Farach-Colton, Goswami, Johnson, McCauley, Singh",,,(1 + o(1))n lg 1/eps + O(n),5.99,https://arxiv.org/abs/1711.01616,bits,Word RAM,"n: capacity of filter
eps: false positive rate",n,O(n),6.0,With high probability,,O(1),1.0,With high probability,https://arxiv.org/abs/1711.01616,O(1),1.0,With high probability,https://arxiv.org/abs/1711.01616,O(1),1.0,With high probability,https://arxiv.org/abs/1711.01616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (with delete),242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,295,,Approximate Membership Query Filter (with delete),Quotient Fiilter,1.0,,,2010,https://static.usenix.org/events/hotstorage11/tech/final_files/Bender.pdf,yes?,,Quotient_filter,"Bender, Farach-Colton, Johnson, Kuszmaul, Medjedovic, Montes, Shetty, Spillane, Zadok",,,O(mr),5.99,,bits,Word RAM,"n: number of elements
m: number of slots in table
r: number of bits in remainders",n,O(n lg m)?,6.99,Based on insert runtime,,O(lg m)?,2.99,"With high probability, based on maximum run length",,O(lg m)?,2.99,"With high probability, based on maximum run length",,O(lg m)?,2.99,"With high probability, based on maximum run length",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (with delete),243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,296,,Approximate Membership Query Filter (with delete),Quotient Fiilter,1.0,,Counting Quotient Filter,2010,https://dl.acm.org/doi/pdf/10.1145/3035918.3035963,yes,,,"Pandey, Bender, Johnson, Patro",,,O(n lg n)?,6.0,https://dl.acm.org/doi/pdf/10.1145/3035918.3035963,bits,Word RAM,"n: number of distinct elements
r: number of bits in remainders",n,O(n (lg n)/(lg lg n))?,6.99,Based on insert runtime,,O((lg n)/(lg lg n))?,2.99,"With high probability, based on maximum run length",,O((lg n)/(lg lg n))?,2.99,"With high probability, based on maximum run length",,O((lg n)/(lg lg n))?,2.99,"With high probability, based on maximum run length",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,221,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Bloom Filter,1970,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.641.9096,yes,,Bloom_filter,Bloom,,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Error probability is ~(1-e^(-kn/m))^k,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
Approximate Membership Query Filter (without delete),212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,263,,Approximate Membership Query Filter (without delete),Hash Compaction,1.0,,,1996,https://link.springer.com/content/pdf/10.1007/978-0-387-35079-0_21.pdf,yes,,,"Stern, Dill",,,O(m),6.0,,words?,Word RAM,"n: number of elements
m: number of words in data structure (also the number of hash functions)",n,O(mn),9.0,Assumes evaluation of hash function is constant-time,,O(m)?,6.0,Assumes evaluation of hash function is constant-time,,,,,,O(m)?,6.0,Assumes evaluation of hash function is constant-time. Works with good probability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,230,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Compressed Bloom Filter,2002,https://www.eecs.harvard.edu/~michaelm/NEWWORK/postscripts/cbf2.pdf,yes,Optimizes transmission overhead,,Mitzenmacher,,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,241,,Approximate Membership Query Filter (without delete),Counting Bloom Filter,1.0,,Space-Code Bloom Filter,2003,https://www.cc.gatech.edu/home/jx/reprints/imc03.pdf,yes,For networking,,"Kumar, Xu, Li, Wang",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions per group
l: number of groups of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(lk),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,259,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Double Buffering,2004,https://ieeexplore.ieee.org/document/1354643,yes,Has decay. Has false negatives. Can be parallelized. Used for networking,,"Chang, Feng, Li",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,262,,Approximate Membership Query Filter (without delete),Bloomier Filter,1.0,,Bloomier Filter,2004,https://www.cs.princeton.edu/~chazelle/pubs/soda-rev0c,yes,,,"Chazelle, Kilian, Rubinfeld, Tal",,,O(m)?,5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(n lg n),7.0,,https://www.cs.princeton.edu/~chazelle/pubs/soda-rev04.pdf,O(1),1.0,Assumes evaluation of hash function is constant-time,https://www.cs.princeton.edu/~chazelle/pubs/soda-rev04.pdf,,,,,O(1),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://www.cs.princeton.edu/~chazelle/pubs/soda-rev04.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,264,,Approximate Membership Query Filter (without delete),Compact Approximator,1.0,,,2005,https://www.sciencedirect.com/science/article/pii/S0167642304001005,yes,,,"Boldi, Vigna",,,O(m),6.0,,words?,Word RAM,"n: number of elements
m: number of words in approximator
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k)?,1.0,Assumes evaluation of hash function is constant-time,,,,,,O(k)?,1.0,Assumes evaluation of hash function is constant-time. Works with good probability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,228,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,"""Less Hash""/""Parallel Partitioned"" Bloom Filter",2006,https://www.eecs.harvard.edu/~michaelm/postscripts/rsa2008.pdf,yes,Uses only two hashes,,"Kirsch, Mitzenmacher",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,238,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Pipelined Bloom Filter,2006,https://ieeexplore.ieee.org/document/4024521,yes,Designed to save energy. Used in networking,,"Kaya, Kocak",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,244,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Weighted Bloom Filter,2006,https://ieeexplore.ieee.org/document/4036381,yes,,,"Bruck, Gao, Jiang",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,249,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Retouched Bloom Filter,2006,https://arxiv.org/abs/cs/0607038,yes,Has decay. Has false negatives,,"Donnet, Baynat, Friedman",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,256,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Distance-Sensitive Bloom Filter,2006,https://www.eecs.harvard.edu/~michaelm/postscripts/alenex2006.pdf,yes,Has false negatives,,"Kirsch, Mitzenmacher",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,222,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Blocked Bloom Filter,2007,https://link.springer.com/content/pdf/10.1007/978-3-540-72845-0_9?pdf=chapter%20toc,yes,,,"Putze, Sanders, Singler",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,223,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Space-Efficient Bloom Filter,2007,https://link.springer.com/content/pdf/10.1007/978-3-540-72845-0_9?pdf=chapter%20toc,yes,,,"Putze, Sanders, Singler",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,224,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Scalable Bloom Filter,2007,https://gsd.di.uminho.pt/members/cbm/ps/dbloom.pdf,yes,"Is scalable (dynamic set), can be parallelized",,"Almeida, Baquero, Preguica, Hutchison",,,O(ml),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in standard Bloom filter
k: number of hash functions
l: number of standard Bloom filters",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(kl),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,250,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Bloom Filter with Power of Two Choices,2007,https://www.eecs.harvard.edu/~michaelm/postscripts/im2009.pdf,yes,,,"Lumetta, Mitzenmacher",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,251,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Bloom Filter with Partitioned Hashing Scheme,2007,https://dl.acm.org/doi/abs/10.1145/1254882.1254916,yes,,,"Hao, Kodialam, Lakshman",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,243,,Approximate Membership Query Filter (without delete),Counting Bloom Filter,1.0,,Adaptive Bloom Filter,2008,https://www.researchgate.net/publication/31467773,yes,For networking,,"Matsumoto, Hazeyama, Kadobayashi",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of ""base"" hash functions
N: maximum multiplicity of any element",n,O(n(k+N)),6.0,Assumes evaluation of hash function is constant-time,,O(k+N),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k+N),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,245,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Popularity Conscious Bloom Filter,2008,https://dl.acm.org/doi/10.1145/1400751.1400798,yes,,,"Zhong, Lu, Shen, Seiferas",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of hash functions",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,"Assumes evaluation of hash function is constant-time. More precisely, runtime is O(k_i) where k_i is number of hash functions allocated to x_i",https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,"Assumes constant-time eval of hashes. Works with good probability. More precisely, runtime is O(k_i) where k_i is number of hash functions allocated to x_i",https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
Approximate Membership Query Filter (without delete),184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,235,,Approximate Membership Query Filter (without delete),Bloom Filter,1.0,,Distributed and Load-Balanced Bloom Filter,2009,https://ieeexplore.ieee.org/document/5062180,yes,Can be parallelized. Used for networking,,"Song, Hao, Kodialam, Lakshman",,,O(m),5.99,,bits,Word RAM,"n: number of elements
m: number of bits in filter
k: number of sub-BFs",n,O(nk),6.0,Assumes evaluation of hash function is constant-time,,O(k),1.0,Assumes evaluation of hash function is constant-time,https://arxiv.org/pdf/1804.04777.pdf,,,,,O(k),1.0,Assumes evaluation of hash function is constant-time. Works with good probability,https://arxiv.org/pdf/1804.04777.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
