Number,Domain,Datastructure,Looked at?,Algorithm Description,Algorithm Name,Year,Paper/Reference Link,Original paper?,Comments/Distinguishing Features,Wikipedia article namespace (if it exists and isn't in an earlier row),Authors,Constants,Constants Reference,Space,Space Class,Space Reference,Space Units,Model of Computation,Parameters,Prefered Parameter,Build (Time),Build Runtime Class,"Build Notes (constants, amortized?, randomized?, etc.)",Build Time Reference,Insert (Time),Insert Runtime Class,"Insert Notes (constants, amortized?, randomized?, etc.)",Insert Time Reference,Delete (Time),Delete Runtime Class,"Delete Notes (constants, amortized?, randomized?, etc.)",Delete Time Reference,Find (Time),Find Runtime Class,"Find Notes (constants, amortized?, randomized?, etc.)",Find Reference,Successor/Predecessor (Time),Successor/Predecessor Runtime Class,"Successor/Predecessor Notes (constants, amortized?, randomized?, etc.)",Successor/Predecessor Time Reference,Union (Time),Union Runtime Class,"Union Notes (constants, amortized?, randomized?, etc.)",Union Reference,Min/Max (Time),Min/Max Runtime Class,"Min/Max Notes (constants, amortized?, randomized?, etc.)",Max Reference,Increase-Key/Update (Time),Increase-Key/Update Runtime Class,"Increase-Key/Update Notes (constants, amortized?, randomized?, etc.)",Increase-Key/Update Reference,Push (Time),Push Runtime Class,"Push Notes (constants, amortized?, randomized?, etc.)",Push Reference,Pop Most Recent (Time),Pop Most Recent Runtime Class,"Pop Most Recent Notes (constants, amortized?, randomized?, etc.)",Pop Most Recent Reference,Pop Oldest (Time),Pop Oldest Runtime Class,"Pop Oldest Notes (constants, amortized?, randomized?, etc.)",Pop Oldest Reference,Nearest Neighbor (Time),Nearest Neighbor Runtime Class,"Nearest Neighbor Notes (constants, amortized?, randomized?, etc.)",Nearest Neighbor Reference,Range Search (Time),Range Search Runtime Class,"Range Search Notes (constants, amortized?, randomized?, etc.)",Range Search Reference,Query (Time),Query Runtime Class,"Query Notes (constants, amortized?, randomized?, etc.)",Query Reference
,"Ordered Associative Array (Non-Comparison), Large Universe",Fusion Tree (dynamic),1,Finite-Universe Tree Data Structure,,2014,https://ieeexplore.ieee.org/document/6979001,yes,,,"Patrascu, Thorup",,,O(n),6,https://ieeexplore.ieee.org/document/6979001,words,Word RAM,"U: number of elements in universe (around O(2^n))
n: number of elements stored",n,O((n lg n)/(lg lg U)),6,,,O((lg n)/(lg lg U)),1,,https://ieeexplore.ieee.org/document/6979001,O((lg n)/(lg lg U)),1,,https://ieeexplore.ieee.org/document/6979001,O((lg n)/(lg lg U)),1,,https://ieeexplore.ieee.org/document/6979001,O((lg n)/(lg lg U)),1,,https://ieeexplore.ieee.org/document/6979001,O((n lg n)/(lg lg U))?,6,,,O((lg n)/(lg lg U)),1,,https://ieeexplore.ieee.org/document/6979001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Ordered Associative Array (Non-Comparison), Smaller Universe",van Emde Boas Tree,1,Finite-Universe Tree Data Structure,,1975,https://www.sciencedirect.com/science/article/pii/002001907790031X,yes,,Van_Emde_Boas_tree,van Emde Boas,,,O(U),10,https://www.sciencedirect.com/science/article/pii/002001907790031X,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O(U lg lg U),10,,https://www.sciencedirect.com/science/article/pii/002001907790031X,O(lg lg U),2,,https://www.sciencedirect.com/science/article/pii/002001907790031X,O(lg lg U),2,,https://www.sciencedirect.com/science/article/pii/002001907790031X,O(lg lg U),2,,https://www.sciencedirect.com/science/article/pii/002001907790031X,O(lg lg U),2,,https://www.sciencedirect.com/science/article/pii/002001907790031X,O(n lg lg U)?,6.01,,,O(1),1,(stored as attributes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Ordered Associative Array (Non-Comparison), Smaller Universe",p-fast Trie,1,Finite-Universe Tree Data Structure,,1981,https://www.sciencedirect.com/science/article/pii/0022000084900205,yes,simpler fersion of q-fast trie,,Willard,,,O(n*sqrt(lg U)*2^(sqrt(lg U))),8.95,https://www.sciencedirect.com/science/article/pii/0022000084900205,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O(n*sqrt(lg U)*2^(sqrt(lg U)))?,8.95,,,O(sqrt(lg U)),2.5,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),2.5,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),2.5,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),2.5,,,O(n*sqrt(lg U)*2^(sqrt(lg U)))?,8.95,,,O(sqrt(lg U))?,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Ordered Associative Array (Non-Comparison), Smaller Universe",q-fast Trie,1,Finite-Universe Tree Data Structure,,1981,https://www.sciencedirect.com/science/article/pii/0022000084900205,yes,,,Willard,,,O(n),6,https://www.sciencedirect.com/science/article/pii/0022000084900205,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O(n*sqrt(lg U)*2^(sqrt(lg U)))?,8.95,,,O(sqrt(lg U)),2.5,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),2.5,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),2.5,,https://www.sciencedirect.com/science/article/pii/0022000084900205,O(sqrt(lg U)),2.5,,,O(n*sqrt(lg U)*2^(sqrt(lg U)))?,8.95,,,O(sqrt(lg U))?,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Ordered Associative Array (Non-Comparison), Smaller Universe",x-fast Trie,1,Finite-Universe Tree Data Structure,,1982,https://www.sciencedirect.com/science/article/pii/0020019083900753,yes,simpler version of y-fast trie,X-fast_trie,Willard,,,O(n lg U),7,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O(n lg U),7,,,O(lg U),3,,http://courses.csail.mit.edu/6.851/spring10/scribe/lec09.pdf,O(lg U),3,,http://courses.csail.mit.edu/6.851/spring10/scribe/lec09.pdf,O(lg lg U),2,,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,O(lg lg U),2,,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,O(n lg U)?,7,,,O(lg lg U)?,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Ordered Associative Array (Non-Comparison), Smaller Universe",y-fast Trie,1,Finite-Universe Tree Data Structure,,1982,https://www.sciencedirect.com/science/article/pii/0020019083900753,yes,,Y-fast_trie,Willard,,,O(n),6,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O(n lg lg U),6.01,expected amortized,,O(lg lg U),2,expected amortized,http://courses.csail.mit.edu/6.851/spring10/scribe/lec09.pdf,O(lg lg U),2,expected amortized,http://courses.csail.mit.edu/6.851/spring10/scribe/lec09.pdf,O(lg lg U),2,,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,O(lg lg U),2,,https://www.sciencedirect.com/science/article/pii/0020019083900753?via%3Dihub,O(n lg lg U)?,6.01,,,O(lg lg U)?,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Ordered Associative Array (Non-Comparison), Smaller Universe",Fusion Tree,1,Finite-Universe Tree Data Structure,,1990,https://dl.acm.org/doi/10.1145/100216.100217,yes,,Fusion_tree,"Fredman, Willard",,,O(n),6,https://dl.acm.org/doi/10.1145/100216.100217,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O((n lg n)/(lg lg n)),6.99,,,O((lg n)/(lg lg n)),2.99,,https://dl.acm.org/doi/10.1145/100216.100217,O((lg n)/(lg lg n)),2.99,,https://dl.acm.org/doi/10.1145/100216.100217,O((lg n)/(lg lg n)),2.99,,https://dl.acm.org/doi/10.1145/100216.100217,O((lg n)/(lg lg n)),2.99,,https://dl.acm.org/doi/10.1145/100216.100217,O((n lg n)/(lg lg n))?,6.99,,,O((lg n)/(lg lg n))?,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Ordered Associative Array (Non-Comparison), Smaller Universe",Exponential Tree,1,Finite-Universe Tree Data Structure,,1996,https://ieeexplore.ieee.org/document/548472,yes,,Exponential_tree,Andersson,,,O(n),6,https://ieeexplore.ieee.org/document/548472,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O(n*sqrt(lg n)),6.5,,https://ieeexplore.ieee.org/document/548472,"O(min{sqrt(lg n), lg lg n + (lg n)/(lg w), (lg w) * (lg lg n)})",2.01,amortized,https://ieeexplore.ieee.org/document/548472,"O(min{sqrt(lg n), lg lg n + (lg n)/(lg w), (lg w) * (lg lg n)})",2.01,amortized,https://ieeexplore.ieee.org/document/548472,"O(min{sqrt(lg n), lg lg n + (lg n)/(lg w), (lg w) * (lg lg n)})",2.01,,https://ieeexplore.ieee.org/document/548472,"O(min{sqrt(lg n), lg lg n + (lg n)/(lg w), (lg w) * (lg lg n)})",2.01,,https://ieeexplore.ieee.org/document/548472,O(n*sqrt(lg n)),6.5,,,"O(min{sqrt(lg n), lg lg n + (lg n)/(lg w), (lg w) * (lg lg n)})",2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Ordered Associative Array (Non-Comparison), Smaller Universe","Fusion Tree (dynamic, using Exponential Trees)",1,Finite-Universe Tree Data Structure,,2007,https://arxiv.org/abs/cs/0210006,yes,,,"Andersson, Thorup",,,O(n),6,https://arxiv.org/abs/cs/0210006,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O(n((lg n)/(lg lg U) + lg lg n))?,6.99,,,O((lg n)/(lg lg U) + lg lg n),2.99,,https://arxiv.org/abs/cs/0210006 (Corollary 19),O((lg n)/(lg lg U) + lg lg n),2.99,,https://arxiv.org/abs/cs/0210006 (Corollary 19),O((lg n)/(lg lg U) + lg lg n),2.99,,https://arxiv.org/abs/cs/0210006 (Corollary 19),O((lg n)/(lg lg U) + lg lg n),2.99,,https://arxiv.org/abs/cs/0210006 (Corollary 19),O(n*(lg n)/(lg lg U) + lg lg n)?,6.99,,,O((lg n)/(lg lg U) + lg lg n),2.99,,https://arxiv.org/abs/cs/0210006 (Corollary 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Ordered Associative Array (Non-Comparison), Smaller Universe",Fusion Tree (dynamic),1,Finite-Universe Tree Data Structure,,2014,https://ieeexplore.ieee.org/document/6979001,yes,,,"Patrascu, Thorup",,,O(n),6,https://ieeexplore.ieee.org/document/6979001,words,Word RAM,"U: number of elements in universe (poly(n))
n: number of elements stored",n,O((n lg n)/(lg lg U)),6.99,,,O((lg n)/(lg lg U)),2.99,,https://ieeexplore.ieee.org/document/6979001,O((lg n)/(lg lg U)),2.99,,https://ieeexplore.ieee.org/document/6979001,O((lg n)/(lg lg U)),2.99,,https://ieeexplore.ieee.org/document/6979001,O((lg n)/(lg lg U)),2.99,,https://ieeexplore.ieee.org/document/6979001,O((n lg n)/(lg lg U))?,6.99,,,O((lg n)/(lg lg U)),2.99,,https://ieeexplore.ieee.org/document/6979001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unordered Associative Array,Hash Table with Linked-List Separate Chaining,1,Hashing,,1956,[Dumey],,,Hash_table,Dumey,,,O(n+m),6,,words,Word RAM,"n: number of elements
m: table size",n,O(n),6,,,O(1),1,,,O(n/m),6,expected,,O(n/m),6,expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unordered Associative Array,Hash Table with Self-Organized Separate Chaining,1,Hashing,,1956,[Dumey],,,,Dumey,,,O(n+m),6,,words,Word RAM,"n: number of elements
m: table size",n,O(n),6,,,O(lg (n/m)),3,expected,,O(lg (n/m)),3,expected,,O(lg (n/m)),3,expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unordered Associative Array,"Hash Table, Dynamic Perfect",1,Hashing,,1994,https://web.archive.org/web/20160304094014/http://www.arl.wustl.edu/~sailesh/download_files/Limited_Edition/hash/Dynamic%20Perfect%20Hashing-%20Upper%20and%20Lower%20Bounds.pdf,yes,,Dynamic_perfect_hashing,"Dietzfelbinger, Karlin, Mehlhorn, Meyer auf der Heide, Rohnert, Tarjan",,,O(n),6,,words,Word RAM,"n: number of elements
m: table size",n,O(n),6,expected + amortized (if resizing is needed),https://web.archive.org/web/20160304094014/http://www.arl.wustl.edu/~sailesh/download_files/Limited_Edition/hash/Dynamic%20Perfect%20Hashing-%20Upper%20and%20Lower%20Bounds.pdf,O(1),1,expected + amortized (if resizing is needed),https://web.archive.org/web/20160304094014/http://www.arl.wustl.edu/~sailesh/download_files/Limited_Edition/hash/Dynamic%20Perfect%20Hashing-%20Upper%20and%20Lower%20Bounds.pdf,O(1),1,expected + amortized (if resizing is needed),https://web.archive.org/web/20160304094014/http://www.arl.wustl.edu/~sailesh/download_files/Limited_Edition/hash/Dynamic%20Perfect%20Hashing-%20Upper%20and%20Lower%20Bounds.pdf,O(1),1,worst-case,https://web.archive.org/web/20160304094014/http://www.arl.wustl.edu/~sailesh/download_files/Limited_Edition/hash/Dynamic%20Perfect%20Hashing-%20Upper%20and%20Lower%20Bounds.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unordered Associative Array,Hash Table with Linear Probing,1,Hashing,,1954,https://web.archive.org/web/20160303225949/http://algo.inria.fr/AofA/Research/11-97.html,no,"""simple + commonly used""",Linear_probing,"Amdahl, McGraw, Samuel",,,O(n+m),6,,words,Word RAM,"n: number of elements
m: table size
alpha: load factor bound (usually 1-Omega(1))",n,O(n),6,expected + amortized (if resizing is needed),https://web.archive.org/web/20160303225949/http://algo.inria.fr/AofA/Research/11-97.html,O(1),1,expected + amortized (if resizing is needed),https://web.archive.org/web/20160303225949/http://algo.inria.fr/AofA/Research/11-97.html,O(1),1,expected + amortized (if resizing is needed),https://web.archive.org/web/20160303225949/http://algo.inria.fr/AofA/Research/11-97.html,O(1),1,expected,https://web.archive.org/web/20160303225949/http://algo.inria.fr/AofA/Research/11-97.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unordered Associative Array,Hash Table with Quadratic Probing,1,Hashing,,?,?,,,Quadratic_probing,,,,O(n+m),6,,words,Word RAM,"n: number of elements
m: table size
alpha: load factor bound (usually 1-Omega(1))",n,O(n),6,expected + amortized (if resizing is needed),,O(1),1,expected + amortized (if resizing is needed),,O(1),1,expected + amortized (if resizing is needed),,O(1),1,expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unordered Associative Array,Hash Table with Double Hashing,1,Hashing,,?,?,,,Double_hashing,,,,O(n+m),6,,words,Word RAM,"n: number of elements
m: table size
alpha: load factor bound (usually 1-Omega(1))",n,O(n),6,expected + amortized (if resizing is needed),,O(1),1,expected + amortized (if resizing is needed),https://web.archive.org/web/20160125172602/http://phillipbradford.com/papers/AProbStudyExpandersAndHashing.pdf,O(1),1,expected + amortized (if resizing is needed),,O(1),1,expected,https://web.archive.org/web/20160125172602/http://phillipbradford.com/papers/AProbStudyExpandersAndHashing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unordered Associative Array,Hash Table with Coalesced Hashing,1,Hashing,,?,https://archive.org/details/designanalysisof0000vitt,no,hybrid of open addressing + separate chaining,Coalesced_hashing,,,,O(n+m),6,,words,Word RAM,"n: number of elements
m: table size",n,O(n)?,6,"expected, based on average chain length (worst case is O(n^2))",[Art of Computer Programming Volume 3],O(1),1,"expected, based on average chain length (worst case is O(n))",[Art of Computer Programming Volume 3],O(1),1,"expected, based on average chain length (worst case is O(n))",[Art of Computer Programming Volume 3],O(1),1,"expected, based on average chain length (worst case is O(n))",[Art of Computer Programming Volume 3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unordered Associative Array,Hash Table with 2-Choice Hashing,1,Hashing,,?,?,,"expected bucket size is theta(lg lg n) by ""power of 2 choices""",2-choice_hashing,,,,O(n+m),6,,words,Word RAM,"n: number of elements
m: table size",n,O(n),6,,,O(1),1,,,O(n/m),6,expected,,O(n/m),6,expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unordered Associative Array,Hash Table with Cuckoo Hashing,1,Hashing,,2001,https://link.springer.com/content/pdf/10.1007/3-540-44676-1.pdf#page=133,yes,,Cuckoo_hashing,"Pagh, Rodler",,,O(n),6,,words,Word RAM,"n: number of elements
m: table size",n,O(n),6,expected (+ amortized if resizing is needed),,O(1),1,expected (+ amortized if resizing is needed),https://citeseerx.ist.psu.edu/doc/10.1.1.25.4189,O(1),1,amortized (if resizing is needed),https://citeseerx.ist.psu.edu/doc/10.1.1.25.4189,O(1),1,worst-case,https://citeseerx.ist.psu.edu/doc/10.1.1.25.4189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unordered Associative Array,Hash Table with Hopscotch Hashing,1,Hashing,,2008,http://people.csail.mit.edu/shanir/publications/disc2008_submission_98.pdf,yes,,Hopscotch_hashing,"Herlihy, Shavit, Tzafrir",,,O(n),6,,words,Word RAM,"n: number of elements
m: table size",n,O(n),6,expected (+ amortized if resizing is needed),,O(1),1,expected (+ amortized if resizing is needed),http://people.csail.mit.edu/shanir/publications/disc2008_submission_98.pdf,O(1),1,amortized (if resizing is needed),http://people.csail.mit.edu/shanir/publications/disc2008_submission_98.pdf,O(1),1,worst-case,http://people.csail.mit.edu/shanir/publications/disc2008_submission_98.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unordered Associative Array,Strongly History-Independent Hash Table,1,Hashing,,2007,https://www.cs.cmu.edu/~dgolovin/papers/focs07.pdf,yes,,,"Blelloch, Golovin",,,O(n),6,,words,Word RAM,n: number of elements,n,O(n),6,expected,https://www.cs.cmu.edu/~dgolovin/papers/focs07.pdf,O(1),1,expected,https://www.cs.cmu.edu/~dgolovin/papers/focs07.pdf,O(1),1,expected,https://www.cs.cmu.edu/~dgolovin/papers/focs07.pdf,O(1),1,worst-case,https://www.cs.cmu.edu/~dgolovin/papers/focs07.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unordered Associative Array,Iceberg Hashing,1,Hashing,,2021,https://arxiv.org/abs/2109.04548,yes,cache efficient and stable,,"Bender, Conway, Farach-Colton, Kuszmaul, Tagliavini",,,(1+o(1))n,6,,words,Word RAM,n: number of elements,n,O(n),6,with high probability; derived from insert time,,O(1),1,with high probability,https://arxiv.org/pdf/2109.04548.pdf,O(1),1,with high probability,https://arxiv.org/pdf/2109.04548.pdf,O(1),1,with high probability,https://arxiv.org/pdf/2109.04548.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Associative Array,Radix Tree,1,Compressed Trie (for strings),,?,?,,,Radix_tree,,,,O(mn)?,9,,words,Word RAM,"n: max number of characters in string
m: number of strings
d: alphabet size",n,O(mn),9,worst-case; usually does better than uncompressed version,,O(n),6,worst-case; usually does better than uncompressed version,,O(n),6,worst-case; usually does better than uncompressed version,,O(n),6,worst-case; usually does better than uncompressed version,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Associative Array,Trie (Uncompressed),1,Uncompressed Trie (for strings),,1959,https://web.archive.org/web/20200211163605/https://pdfs.semanticscholar.org/3ce3/f4cc1c91d03850ed84ef96a08498e018d18f.pdf,yes?,,Trie,de la Briandais,,,O(mn)?,9,,words,Word RAM,"n: max number of characters in string
m: number of strings
d: alphabet size",n,O(mn),9,,,O(n),6,,,O(n),6,,,O(n),6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Associative Array,Ternary Search Tree/Trie,1,Trie (for strings),,1979,https://dl.acm.org/doi/pdf/10.1145/1008620.1008624,yes?,,Ternary_search_tree,"Bentley, Saxe",,,O(mn),9,https://dl.acm.org/doi/pdf/10.1145/1008620.1008624,words,Word RAM,"n: max number of characters in string
m: number of strings
d: alphabet size",n,O(m(n+lg m)),9,,,O(n+lg m),6,"(follows from ""find"")",,O(n+lg m),6,"(follows from ""find"")",,O(n+lg m),6,,https://dl.acm.org/doi/pdf/10.1145/1008620.1008624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Associative Array,Judy Array,0.001,"""Highly Optimized 256-ary Radix Tree""",,2000,https://judy.sourceforge.net/application/shop_interm.pdf,no,,Judy_array,Baskins,,,O(n)?,6,,words,Word RAM,n: number of strings,n,O(n lg n)?,7,"(follows from ""insert"")",,O(lg n)?,3,,https://packages.debian.org/buster/libjudy-dev,O(lg n)?,3,,https://packages.debian.org/buster/libjudy-dev,O(lg n)?,3,,https://packages.debian.org/buster/libjudy-dev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Associative Array,Bitwise Trie with Bitmap,0.001,,,?,?,,,Bitwise_trie_with_bitmap,,,,O(n)?,6,,words,Word RAM,n: number of elements,n,O(n)?,6,Based on insert runtime,,O(1)?,1,see Hash Array Mapped Trie,,O(1)?,1,see Hash Array Mapped Trie,,O(1)?,1,see Hash Array Mapped Trie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Associative Array,Hash Array Mapped Trie,1,,,2000,https://lampwww.epfl.ch/papers/idealhashtrees.pdf,yes,,Hash_array_mapped_trie,Bagwell,,,O(n)?,6,,words,Word RAM,n: number of elements,n,O(n)?,6,Based on insert runtime,,O(1),1,amortized?/lazy operations,https://lampwww.epfl.ch/papers/idealhashtrees.pdf,O(1),1,amortized?/lazy operations,https://lampwww.epfl.ch/papers/idealhashtrees.pdf,O(1),1,amortized?/lazy operations,https://lampwww.epfl.ch/papers/idealhashtrees.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tree,Finger Search Tree,1,,,1977,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.527.7294,yes,,Finger_search_tree,"Guibas, Mccreight, Plass, Roberts",,,O(n),6,,words,word RAM,n: number of elements,n ,O(n lg n)?,7,,,O(lg n),3,based on finger movement,,O(lg n),3,based on finger movement,,O(lg n),3,based on finger movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tree,Conc-Tree,1,Tree DS for data parallelism,,2015,https://www.researchgate.net/publication/281740929,yes,"persistent data structure, efficient for parallel computing ",Conc-tree_list,"Prokopec, Odersky",,,O(n)?,6,,words,word RAM,n = number of elements,n ,O(n) ,6,Using amortized O(1) append operation,,O(1) ,1,"append/prepend amortized for conc-rope, worst case O(lg n)",,O(lg n) ,3,worst case,,O(lg n),3,worst case,,O(lg n),3,,,O(abs(lg(n/m))),3,"lg n, lg m height of two subtrees",,O(lg n),3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tree,Fenwick Tree,1,Tree DS for arithmetic coding/data compression,,1989,http://boris.ryabko.net/dan1989.pdf,yes,,Fenwick_tree,Ryabko,,,O(n),6,,words,word RAM,n: number of elements,n ,O(n lg n)?,7,,,O(lg n),3,https://onlinelibrary.wiley.com/doi/10.1002/spe.4380240306,,O(n),6,,,O(lg n),3,,https://onlinelibrary.wiley.com/doi/10.1002/spe.4380240306,O(lg n),3,,,,,,,O(lg n),3,,,,,,,,,,,,,,,,,,,,,,,,,,,O(lg n),3,prefix sum and range sum,https://en.wikipedia.org/wiki/Fenwick_tree
,Tree,Link/Cut Tree,0.001,,,,,,,Link/cut_tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tree,Range Query Tree,1,,,?,?,,,Range_query_tree,,,,O(n),6,https://en.wikipedia.org/wiki/Range_query_tree,words,word RAM,n: number of elements,n ,O(n),6,,https://en.wikipedia.org/wiki/Range_query_tree,,,,,,,,,O(lg n)?,3,,,O(lg n)?,3,,,,,,,,,,,O(lg n),3,,https://en.wikipedia.org/wiki/Range_query_tree,,,,,,,,,,,,,,,,,,,,,O(lg n),3,range sum,https://en.wikipedia.org/wiki/Range_query_tree
,Rank/Select Data Structure (Static),Wavelet Tree,1,,,2003,http://pages.di.unipi.it/grossi/PAPERS/sodaconf03FINAL-LATEST.pdf,yes,succinct,Wavelet_Tree,"Grossi, Gupta, Vitter",,,s*H_0(S) + o(s lg sigma) where H_0(S) is the 0th order empirical entropy of the string S,6,,bits,word RAM,"s: length of string S
sigma: size of alphabet",s,O(s lg sigma)?,6,,,,,,,,,,,O(lg sigma),1,(searching for a character in a specific position),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(lg sigma),1,rank and select,
,Rank/Select Data Structure (Static),Wavelet Trie,0.001,,,2012,https://arxiv.org/abs/1204.3581,yes,succinct,,"Grossi, Ottaviano",,,LT(S_set)+n*H_0(S)+o(s lg sigma),6,,bits,word RAM,"n: number of strings in string set S
s: max length of strings in S
sigma: size of alphabet",s,O(ns lg sigma)?,6,,,,,,,,,,,O(s lg sigma),6,,https://arxiv.org/pdf/1204.3581.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(s lg sigma),6,rank and select,https://arxiv.org/pdf/1204.3581.pdf
,Rank/Select Data Structure (Dynamic),Wavelet Trie,0.001,,,2012,https://arxiv.org/abs/1204.3581,yes,succinct,,"Grossi, Ottaviano",,,LT(S_set)+O(s lg sigma)?,6,,bits,word RAM,"n: number of strings in string set S
s: max length of strings in S
sigma: size of alphabet",s,O(ns lg sigma)?,6,,,O(s(lg sigma)(lg n)),6,,https://arxiv.org/pdf/1204.3581.pdf,O(s(lg sigma)(lg n)),6,,https://arxiv.org/pdf/1204.3581.pdf,O(s(lg sigma)(lg n)),6,,https://arxiv.org/pdf/1204.3581.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(s(lg sigma)(lg n)),6,rank and select,https://arxiv.org/pdf/1204.3581.pdf
,Search Tree,Palindrome Tree,1,,,2015,https://arxiv.org/pdf/1506.04862v1.pdf,yes,,Palindrome_tree,"Rubinchik, Shur",,,O(n),6,https://arxiv.org/pdf/1506.04862v1.pdf,words,word RAM,"n: number of characters in string
sigma: size of alphabet",n ,O(n lg sigma),6,,https://arxiv.org/pdf/1506.04862v1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O(lg sigma),1,amortized,https://arxiv.org/pdf/1506.04862v1.pdf,O(1)?,1,,https://arxiv.org/pdf/1506.04862v1.pdf,,,,,,,,,,,,,,,,
